SSDSE-B-2026,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,G5105,G7101,G7102,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,H5609,H5610,H5614,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2017,R38000,à§ïQåß,1368000,647000,721000,1358000,642000,716000,164000,84000,80000,762000,377000,385000,437000,183000,254000,9569,4879,4690,1.54,18149,9015,9134,17104,9823,7281,20351,11164,9187,5645,2317,16.7,33.2,2.8,95,1529.5,6500,1401039,465,15791,36500,95200,145,1242,12970,288,4952,69535,134,2918,34951,11833,11543,66,2813,34459,11103,5960,5,5,79,1130,1351,15728,601,43,3415,387,38,12,5063,315,40127,159900,236556,14384,14602,24225,3777660,160060,7544,3647,2864,1018,673019,425675,97839,148377,459789,902,17.9,127,1245,685,318,26791,97,24389,3382,256160,67317,15365,20422,11008,10627,9776,32066,13125,23324,53129
2016,R38000,à§ïQåß,1377000,651000,726000,1368000,646000,722000,167000,86000,82000,776000,383000,393000,432000,181000,251000,9911,5127,4784,1.54,17734,8793,8941,17080,9877,7203,20727,11555,9172,5861,2244,17.6,34.0,3.2,111,1583.5,6602,1355748,465,15385,37200,96300,152,1294,13787,292,4999,70074,136,2991,35806,12159,11796,66,2815,35109,11480,6043,5,5,86,1124,1378,15396,667,48,3448,404,40,12,5110,303,43381,171727,224048,15523,15825,22960,3421390,138560,7546,3811,2892,817,691028,449202,84476,155991,461529,899,18.0,127,1252,685,311,26077,110,24012,3454,279359,67842,17727,19478,10531,10366,13152,39165,12321,25705,63072
2015,R38000,à§ïQåß,1385262,654380,730882,1365508,645090,720418,169110,86849,82261,776111,380949,395162,417186,173841,243345,10146,5177,4969,1.53,17585,8817,8768,17726,10256,7470,21595,11916,9679,6102,2395,16.8,31.4,2.8,115,1686.5,6093,1287263,479,15421,37900,97600,158,1323,15188,296,5059,70996,136,2999,36522,12522,12185,66,2820,35543,11581,6046,5,5,90,1144,1397,15571,611,40,3393,359,40,12,5514,272,47165,185538,213769,16680,17090,20457,3239850,101100,6766,3569,2303,876,639315,423504,85448,127036,473787,914,18.1,127,1250,680,306,26032,119,24242,3515,268439,65776,14288,21486,10368,10075,11507,37615,12437,24604,60281
2014,R38000,à§ïQåß,1396000,659000,737000,1388000,655000,733000,176000,90000,85000,804000,395000,409000,415000,172000,244000,10399,5446,4953,1.50,17529,8736,8793,17385,9934,7451,20897,11455,9442,6148,2404,16.4,31.2,2.4,107,1417.5,5935,1254592,497,15348,38500,98000,179,1500,18094,309,5197,71987,140,3042,37172,12485,12125,66,2837,36071,11462,5958,5,5,89,1156,1365,15554,624,50,3432,380,40,12,5713,275,50197,198944,203993,17822,18127,21428,2762540,56540,6540,3415,2362,740,616669,409309,74489,130923,474548,910,18.6,128,1247,683,302,25517,0,23733,3572,259760,62796,16731,21711,9608,10925,10082,36977,11119,23226,56585
2013,R38000,à§ïQåß,1406000,663000,743000,1398000,659000,739000,178000,91000,87000,823000,404000,419000,404000,166000,238000,10696,5548,5148,1.52,17480,8727,8753,17895,10263,7632,21043,11550,9493,6416,2573,16.8,33.5,0.9,94,1622.5,7161,1468117,511,15372,39400,100500,185,1497,18333,325,5274,73136,140,3074,37933,12909,12525,66,2876,36254,11505,5851,5,5,94,1163,1353,15536,583,44,3422,395,43,12,5697,353,53929,218756,193909,18727,19043,21871,2921560,49740,8462,4560,2669,1154,809718,546164,117880,143148,478203,911,18.4,128,1247,690,301,25462,40,23624,3583,276489,63350,19286,20662,10862,10339,11065,39936,13499,25874,61615
2012,R38000,à§ïQåß,1415000,666000,749000,1408000,663000,745000,181000,93000,88000,841000,413000,428000,393000,160000,233000,11130,5699,5431,1.52,17216,8627,8589,18608,10530,8078,21114,11531,9583,6386,2529,16.3,33.8,1.8,115,1369.0,6432,1310752,540,16158,40300,105900,185,1467,18396,333,5305,74634,141,3116,38588,13173,12773,67,2911,36829,12140,6117,5,5,102,1161,1349,15653,625,78,3582,434,42,12,5707,289,58463,240359,168724,18769,19042,26882,3037560,40360,7803,3930,2491,1292,742420,478437,122747,133959,483104,914,18.0,128,1251,691,317,25967,25,23954,3668,274214,63298,24767,20775,9685,10881,10554,37032,12036,25424,59762
2023,R39000,çÇímåß,666000,316000,351000,660000,312000,348000,70000,36000,34000,355000,178000,176000,242000,101000,140000,3380,1746,1634,1.30,11438,5437,6001,8278,4814,3464,10309,5505,4804,1985,1065,17.9,32.2,2.0,117,2783.0,2246,351886,337,10156,30500,69100,36,312,2137,222,2864,30103,122,1926,16288,5656,5377,43,1931,16462,5244,3025,1,5,41,1006,418,9475,156,22,2100,300,25,6,2442,123,21836,100659,116146,6005,6182,9211,2358440,77860,2396,1199,575,566,216200,128808,53073,30943,226813,917,19.6,107,514,338,223,24629,6,16395,3094,294877,80091,20254,23096,12316,9040,11943,45324,8554,26740,57517
2022,R39000,çÇímåß,676000,320000,356000,671000,317000,354000,72000,37000,35000,360000,181000,180000,244000,102000,142000,3721,1917,1804,1.36,11472,5564,5908,8746,5038,3708,10228,5586,4642,2189,1065,17.7,33.6,1.6,106,2025.5,2582,419674,345,10350,30500,69200,36,308,2167,223,2885,30772,124,1963,16480,5510,5305,46,1980,16853,5412,3029,1,5,40,1003,462,9379,188,22,1895,273,26,6,2508,150,21927,100214,115969,6334,6494,2807,1965520,6610,2688,1417,753,491,242228,152789,47452,39690,238412,952,20.1,108,528,346,245,25867,4,18419,2989,284828,73112,20872,22609,10439,8393,12560,48675,9463,22873,55833
2021,R39000,çÇímåß,684000,323000,361000,680000,321000,359000,74000,38000,36000,365000,183000,182000,245000,103000,142000,4090,2111,1979,1.45,10423,5185,5238,8830,5086,3744,10246,5554,4692,2332,1043,17.6,31.1,2.1,103,3121.0,2735,469306,356,10465,30600,69800,37,323,2342,225,2933,31226,127,2027,16988,5775,5571,46,1959,17139,5536,2966,1,5,46,1017,518,9257,210,31,1977,297,26,7,2648,164,22419,100717,109044,6190,6278,1219,1502910,2410,2907,1524,833,541,269348,168774,52146,47181,242044,955,20.3,111,532,350,248,25654,12,18394,2832,280789,75096,20278,20507,10045,8204,11903,49832,9946,23702,51275
2020,R39000,çÇímåß,691527,326531,364996,677762,319115,358647,74946,38272,36674,362200,179947,182253,241787,100977,140810,4082,2044,2038,1.43,9998,4917,5081,8366,4856,3510,10363,5599,4764,2440,1149,17.8,34.0,3.9,115,3238.5,2656,502874,358,10679,30800,70600,38,325,2451,228,2969,31918,128,2080,16999,5673,5485,46,2011,17646,5755,2946,1,5,49,1014,583,9086,234,34,1935,299,27,7,2810,174,21867,99617,95881,6141,6208,3428,1509950,13400,3412,1469,956,952,304533,164020,84866,53096,245470,958,21.6,111,533,354,250,26250,28,19545,3242,270206,73830,19723,20743,10849,8406,12135,34980,9571,22399,57570
2019,R39000,çÇímåß,699000,330000,369000,695000,328000,367000,77000,39000,38000,375000,187000,188000,246000,103000,143000,4270,2200,2070,1.47,10317,5035,5282,8513,4853,3660,11096,5976,5120,2630,1240,17.8,31.4,2.6,117,2538.5,2705,494827,372,10489,30700,71400,39,365,2655,231,2986,32428,129,2089,17232,5721,5581,46,2022,18343,6036,3170,2,4,59,993,702,8861,272,34,1924,309,27,8,3089,273,25162,100839,114664,8035,8352,12980,2322790,80750,3234,1598,998,628,295218,179810,61571,52680,252110,971,20.3,113,549,363,255,26201,35,20511,3199,302399,74006,24047,21279,12658,8847,12060,47206,10601,28138,63557
2018,R39000,çÇímåß,707000,333000,374000,703000,331000,372000,79000,40000,39000,382000,190000,191000,245000,103000,143000,4559,2345,2214,1.48,10251,4892,5359,8770,4966,3804,11098,5964,5134,2659,1227,17.4,32.8,0.9,114,3092.5,2748,478873,390,10790,30800,71600,41,353,2781,233,2983,33127,129,2125,17432,5980,5828,47,2010,19060,6132,3025,2,3,59,952,738,8674,268,31,1919,276,26,9,3330,383,26029,102457,116707,9008,9330,12515,2172270,65480,3374,1542,1155,637,301287,173985,62534,62054,251852,961,20.7,115,560,369,259,26177,51,19866,3096,309015,76610,21690,23137,10879,10215,12514,48186,16115,23755,65914
2017,R39000,çÇímåß,714000,337000,378000,711000,335000,376000,80000,41000,39000,389000,193000,195000,244000,102000,143000,4837,2457,2380,1.56,10150,4920,5230,8961,5139,3822,11096,6008,5088,2872,1273,17.1,33.4,2.2,103,2022.0,2777,489115,393,10504,31000,72100,41,364,2789,234,3017,33689,128,2074,17929,6160,6005,46,2025,19464,6151,3030,2,3,58,956,749,8537,279,33,1831,295,26,10,3400,523,27361,106435,114180,9327,9647,11137,2246680,63240,3255,1526,1198,462,289443,175838,45823,64750,252378,954,20.7,118,560,366,251,25025,73,19239,3071,284803,72287,18315,21275,10601,9462,12413,38705,11996,27616,62133
2016,R39000,çÇímåß,721000,339000,382000,718000,338000,380000,82000,42000,40000,396000,197000,200000,242000,101000,142000,4779,2489,2290,1.47,10305,5038,5267,8919,5072,3847,11184,6153,5031,2916,1228,18.1,33.7,2.7,125,2823.0,2808,606832,406,10407,31200,72900,47,442,3347,235,3034,34137,128,2120,18694,6521,6350,46,2014,19431,6081,2878,2,3,59,959,775,8417,313,34,1845,256,26,10,3524,526,28951,113650,105656,9751,10008,10686,2156460,55700,3116,1590,1057,445,283602,183040,43691,54748,252044,942,21.4,119,565,370,253,24965,42,19432,3056,326268,73243,20037,21461,9222,10716,13380,43638,12037,30453,92081
2015,R39000,çÇímåß,728276,342672,385604,722728,339873,382855,83884,42777,41107,400605,198022,202583,237012,97919,139093,5052,2544,2508,1.51,10020,4872,5148,9199,5317,3882,11477,6243,5234,3057,1356,17.5,31.8,2.4,127,2966.5,2647,538897,432,10776,31500,74000,47,386,3434,240,3069,34964,130,2154,19341,6585,6414,46,2057,19492,6181,2927,2,3,58,955,912,8327,370,55,1838,255,25,10,3582,575,31661,124492,98696,10255,10586,9011,2176260,44890,2722,1445,870,396,258024,168225,40572,47913,255716,944,21.9,120,566,375,255,25020,47,19568,3016,305956,70501,26062,21922,10964,9910,11829,40685,8908,29103,76072
2014,R39000,çÇímåß,736000,346000,390000,732000,344000,388000,86000,44000,42000,414000,206000,209000,237000,97000,140000,5015,2558,2457,1.45,9984,4849,5135,9018,5117,3901,11197,6032,5165,3118,1364,17.0,31.0,2.0,122,3658.5,2649,514134,461,11159,32100,75600,56,463,4211,245,3088,35494,131,2192,19830,6658,6446,46,2045,19831,6299,2954,2,3,64,948,1020,8205,374,47,1855,273,25,10,3573,644,33405,133566,90710,10873,11085,9481,2190430,30340,2755,1501,757,484,270965,176385,48057,45275,261295,958,22.2,119,569,370,242,20823,28,18803,3003,319466,70604,19879,22271,11174,10816,11160,44954,10414,33072,85122
2013,R39000,çÇímåß,743000,349000,394000,740000,348000,393000,88000,45000,43000,425000,211000,214000,232000,94000,138000,5266,2707,2559,1.47,10244,4979,5265,9665,5466,4199,11445,6144,5301,3257,1442,17.3,33.4,1.1,96,2327.0,3196,702823,497,11914,32800,77900,56,479,4259,249,3142,36526,133,2193,19881,6626,6443,47,2074,20179,6413,2865,2,3,66,937,1054,8241,410,55,1860,286,25,10,3631,647,36779,150827,89114,11876,12172,10102,2116580,20830,3658,1915,1043,617,348496,225512,62357,55927,259826,943,22.4,120,573,368,249,21040,19,18931,2985,286019,66276,21744,21534,8479,9222,11614,44200,9436,22005,71508
2012,R39000,çÇímåß,751000,352000,398000,748000,351000,397000,89000,46000,44000,436000,216000,220000,226000,91000,135000,5266,2671,2595,1.43,10142,5096,5046,9575,5364,4211,11514,6235,5279,3257,1403,16.8,31.8,2.0,134,2985.0,2669,484999,507,12020,33900,81500,59,470,4452,255,3187,37294,134,2263,20098,6781,6614,47,2086,20746,6715,2978,2,3,69,941,1118,8203,405,51,1784,303,25,10,3506,691,39886,165402,80177,11905,12270,12597,2150100,18690,2662,1627,587,373,269184,193074,37645,32711,262736,944,23.2,121,574,366,255,21590,48,19714,3015,309325,69807,21202,22181,9020,10548,13058,45070,13008,27354,78076
2023,R40000,ïüâ™åß,5103000,2418000,2685000,5011000,2369000,2642000,644000,329000,314000,3007000,1480000,1527000,1452000,609000,843000,33942,17403,16539,1.26,62153,30651,31502,97425,53919,43506,88783,49410,39373,20549,8512,18.5,33.9,3.9,113,1768.0,18927,4938004,1199,64112,65800,412100,407,5221,47629,714,18136,274421,353,10334,140707,46909,43318,163,8353,123387,38113,22379,18,35,399,8958,5404,108785,2574,288,24345,2929,162,18,40917,3780,135578,695462,828735,29913,28977,151000,18589500,4630330,36074,7804,18060,9987,2786694,897522,953764,920089,1680535,892,21.4,390,4806,3042,988,106591,56,97762,15677,309000,80319,21148,21190,11260,10869,15534,41377,13651,30359,63294
2022,R40000,ïüâ™åß,5116000,2423000,2693000,5030000,2378000,2653000,654000,334000,320000,3013000,1482000,1532000,1449000,607000,842000,35970,18490,17480,1.33,61302,30163,31139,98913,54243,44670,90027,50291,39736,21840,8444,18.0,33.8,3.3,93,1232.5,21198,5434116,1157,64194,60100,378900,415,5304,51368,720,17964,278438,361,10211,140593,47066,43928,163,8361,122898,39195,22905,18,35,421,9008,5798,109610,2703,292,24839,2884,161,19,43122,2981,140147,706288,825168,31056,29986,43093,12506820,528180,40954,8756,19688,12328,3171507,1023200,1167802,962690,1728247,918,21.8,390,4801,3074,1065,121855,100,116208,17852,286265,75957,20020,20581,11159,9548,14218,38792,11349,28318,56324
2021,R40000,ïüâ™åß,5124000,2425000,2698000,5045000,2384000,2661000,661000,338000,323000,3017000,1482000,1535000,1445000,605000,840000,37540,19035,18505,1.37,56410,28027,28383,96936,53474,43462,89245,49988,39257,22009,8564,18.2,33.2,3.8,102,1979.0,21681,5792378,1186,58806,56800,356700,418,5343,54742,723,17794,279290,360,10121,139657,45778,43060,164,8410,123508,39841,22779,18,34,417,8849,6134,109860,2940,309,24503,2777,160,19,45622,2468,144414,722230,752967,32326,31459,16249,8212970,88700,41628,9790,19196,12408,3221537,1147068,1130636,928124,1726567,926,20.8,391,4780,3068,1054,118659,625,117582,16804,285494,75448,20931,19860,12599,11196,14429,37658,16737,24385,52251
2020,R40000,ïüâ™åß,5135214,2430951,2704263,4923076,2323723,2599353,662179,338523,323656,2911353,1419521,1491832,1395142,583959,811183,38966,19782,19184,1.41,53273,26486,26787,97198,53902,43296,89390,50147,39243,22745,8955,17.9,34.5,5.2,107,2212.5,18897,4540828,1209,61879,54300,335600,422,5291,57337,729,17711,280977,362,9903,136797,44061,41868,164,8456,125635,40648,22160,18,34,438,8849,6445,110156,2619,251,24350,2775,160,20,45575,3181,143106,688410,673765,32482,31037,46734,8902440,504150,34555,8868,16582,9025,2739143,1043471,876003,809293,1768645,946,21.0,393,4711,3051,1044,119238,1189,115989,16917,317047,75372,34372,21330,12142,10648,14537,51912,11720,27314,57701
2019,R40000,ïüâ™åß,5134000,2431000,2703000,5058000,2391000,2667000,670000,343000,327000,3008000,1476000,1532000,1425000,597000,828000,39754,20343,19411,1.44,54099,26731,27368,99877,54943,44934,93553,52136,41417,25777,9774,17.9,31.9,4.4,110,1608.5,21247,5274897,1294,59632,52100,309000,430,5245,59352,738,17521,282012,368,9765,134958,45106,43060,164,8541,128210,41810,22501,18,34,432,8758,6568,109289,3039,254,23772,2643,163,19,44270,3358,149485,626795,872862,40955,39343,188855,18527640,3787880,38225,9981,16884,10936,3142166,1195909,1075863,850408,1772465,945,21.0,398,4713,3081,1021,115499,1232,113969,17539,299637,74024,19375,19025,11190,13255,13626,43269,14572,29892,61409
2018,R40000,ïüâ™åß,5131000,2428000,2703000,5061000,2392000,2670000,674000,345000,329000,3026000,1483000,1543000,1408000,589000,819000,42008,21436,20572,1.49,53309,26487,26822,99753,55009,44744,93510,51888,41622,25265,9624,17.7,34.5,2.7,111,1617.0,21511,5457070,1102,55188,49500,271100,441,5234,61299,741,17303,281424,367,9696,134450,45416,43552,165,8559,130736,41870,22506,19,34,448,8796,6841,108433,3272,229,23514,2601,168,19,44072,3904,155234,633844,917646,45870,44290,179970,15177820,3178480,41786,10037,21099,10558,3321091,1205655,1029857,1071594,1768550,946,20.8,399,4699,3097,1009,115506,995,111415,16647,322618,74368,22779,21001,9822,13247,14117,51777,13846,29772,71888
2017,R40000,ïüâ™åß,5123000,2423000,2700000,5061000,2391000,2670000,675000,346000,329000,3048000,1492000,1555000,1384000,577000,807000,43440,22139,21301,1.51,52531,26333,26198,99280,54734,44546,92892,51801,41091,25890,9607,17.6,33.8,4.0,108,1318.5,20859,5441860,957,51924,47000,242200,456,5237,62893,748,16838,278932,368,9764,136806,46403,44708,165,8563,131385,41586,22221,19,35,474,8739,7377,107810,3517,306,23376,2614,170,21,44841,3932,161668,647527,884314,49908,48239,157136,15236140,3016410,41538,9950,22088,9301,3225609,1197030,892107,1112233,1785375,954,21.0,401,4666,3094,907,102604,1297,104058,14801,319337,74344,19942,20490,14124,13854,12396,49840,11059,35180,68107
2016,R40000,ïüâ™åß,5113000,2417000,2696000,5059000,2390000,2669000,677000,347000,330000,3071000,1502000,1569000,1357000,564000,792000,44036,22766,21270,1.50,51011,25730,25281,98344,53955,44389,92612,51769,40843,26574,9774,18.1,34.3,4.2,134,2420.5,20832,5441683,963,50951,45800,219600,460,5160,64151,753,16581,276597,370,9711,139161,47429,45733,165,8570,132015,42435,23011,20,34,491,8686,7825,107057,3681,261,23292,2681,171,21,45105,3761,171593,691722,821306,53233,51659,149856,14310720,2506790,43018,10127,24396,8222,3302747,1231583,842216,1207150,1814737,971,20.8,400,4654,3095,900,101793,948,103814,14703,303957,72064,22581,20667,11174,13787,12906,38139,17379,29767,65493
2015,R40000,ïüâ™åß,5101556,2410418,2691138,4995297,2357649,2637648,676045,345945,330100,3057855,1488873,1568982,1304764,540362,764402,45236,23137,22099,1.52,50262,25013,25249,99936,55126,44810,96333,54039,42294,27570,10063,17.3,31.4,4.6,141,1867.5,19739,5378013,996,51293,44600,202600,467,5094,65240,756,16444,274921,370,9735,140874,47266,45698,165,8607,132304,41980,22827,20,34,513,8708,8025,106688,3592,346,23116,2698,171,20,45604,3485,186425,757880,764998,57385,55258,123291,14379520,2225180,41437,9735,22129,9335,3202364,1187392,903464,1095542,1845524,985,21.1,401,4608,3097,889,100010,759,104305,14434,299665,72020,20383,20513,10448,12733,11641,43064,20169,27485,61210
2014,R40000,ïüâ™åß,5099000,2409000,2691000,5053000,2386000,2667000,687000,352000,335000,3126000,1525000,1601000,1279000,527000,752000,45203,23293,21910,1.46,49317,24716,24601,96588,53229,43359,92688,51877,40811,27362,9981,17.1,30.9,3.9,124,1765.5,19414,5143894,1014,49870,44200,193300,484,5123,67563,755,16239,274277,371,9737,141493,46993,45309,165,8654,133038,41993,22790,20,34,524,8674,8026,106781,3651,310,23139,2705,172,20,46103,3159,199935,817639,709021,60050,58361,127139,13297630,1266780,36722,9475,19122,8001,2912097,1166756,783127,950663,1856954,994,21.1,400,4587,3072,858,94418,315,101361,14209,300405,69957,25677,22509,10039,14160,11646,37120,17499,27798,64001
2013,R40000,ïüâ™åß,5096000,2406000,2690000,5052000,2385000,2667000,687000,352000,335000,3173000,1546000,1627000,1230000,503000,726000,45898,23541,22357,1.45,49456,24872,24584,100390,55270,45120,94565,53166,41399,28184,10291,17.7,34.5,2.9,106,1801.5,21932,6061254,1041,50101,44000,189400,491,5017,68025,765,16181,274513,373,9720,141952,47920,46212,165,8577,132853,41649,22121,20,34,557,8559,8001,107707,3642,336,23566,2813,171,19,46639,3034,214871,904906,646941,63545,61953,136294,12246820,866710,41703,11313,19789,10389,3528103,1422053,1042258,1049877,1853311,993,21.3,404,4564,3039,860,94243,1055,100939,14052,287896,66954,28386,21327,10318,12847,12036,37558,11739,29434,57298
2012,R40000,ïüâ™åß,5089000,2402000,2687000,5048000,2383000,2665000,687000,352000,335000,3212000,1565000,1648000,1186000,483000,703000,45815,23560,22255,1.43,48957,24729,24228,102831,56423,46408,94164,52918,41246,27974,10541,17.0,33.6,2.9,118,1768.5,20038,5242039,1057,49678,45300,203800,490,4946,67329,767,16041,275748,375,9707,142711,48005,46298,165,8574,133531,42806,22228,20,34,549,8486,8148,107912,3759,321,23497,2728,170,20,44762,2732,234349,1003439,612241,65834,64330,167433,11519700,695130,36553,10356,17693,8416,3099520,1291500,845261,951108,1845634,990,21.7,406,4529,3025,853,91961,1174,99169,13607,295272,66269,21773,21298,11293,12036,12117,44665,11510,25613,68698
2023,R41000,ç≤âÍåß,795000,377000,417000,786000,373000,412000,103000,53000,50000,440000,218000,222000,252000,107000,145000,5144,2642,2502,1.46,11199,5403,5796,14481,7961,6520,15957,8629,7328,2730,1150,18.1,34.7,2.2,104,2113.0,3878,846220,331,9442,21700,42600,46,367,2926,163,3536,42834,91,2135,23136,7820,7302,44,1966,21997,6843,3310,3,2,69,756,738,7694,341,8,1743,307,30,1,3642,120,24865,105983,140691,7590,8044,15820,2033030,142320,5302,1919,2274,979,435871,218317,95547,110823,250839,856,20.0,82,693,396,183,18530,24,14946,2422,274861,74932,18473,21626,10331,7810,13958,39928,9298,22570,55935
2022,R41000,ç≤âÍåß,801000,380000,421000,793000,377000,417000,105000,54000,51000,444000,220000,224000,251000,106000,145000,5552,2825,2727,1.53,11204,5388,5816,15003,8239,6764,16131,8605,7526,2951,1041,17.7,33.0,2.1,93,1664.5,4336,976108,338,9522,21100,41200,48,387,3123,163,3504,43497,91,2131,23334,7860,7385,44,1994,22054,7140,3417,3,2,72,771,771,7633,372,17,1662,292,30,1,3744,62,25330,105109,140473,7526,7921,4016,1736490,16600,5371,2153,2248,940,456974,250090,95490,109050,256459,870,18.8,82,702,399,263,26014,8,23767,2481,273822,69993,22275,23132,11197,8196,14222,44220,8409,21053,51126
